樣本編號,性別,年齡,地區代碼,教育程度,是否完成學業,每日閱讀報紙分鐘,每日看電視分鐘,每日使用網路分鐘,每週閱讀雜誌分鐘,臺灣經濟滿意度,政府施政滿意度,民主運作滿意度,收入足夠日常開支,整體生活滿意度,健康滿意度,朋友關係滿意度,工作滿意度,近期快樂程度,自評健康,覺得生活沒有希望,家庭月收入,低生活滿意度,抽樣權數
813222,Male,20,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,60,60,60,Not applicable,Not applicable,Not applicable,Much more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Excellent,Not at all,"NT$120,000 - NT$129,999",0,1.04670777851405
820105,Male,23,5,College (continue with 6a2),"Yes, I graduated",0,30,210,150,Very satisfied,Very dissatisfied,Fairly satisfied,Just enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,Fairly satisfied,Fairly happy,Excellent,Not at all,"NT$70,000 - NT$79,999",0,1.01626792045268
820109,Female,21,5,College (continue with 6a2),"No, I am still a student",0,120,60,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,Much more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Excellent,Not at all,"NT$90,000 - NT$99,999",0,1.01626792045268
820115,Female,22,5,College (continue with 6a2),"No, I am still a student",0,150,210,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$60,000 - NT$69,999",0,1.01626792045268
820127,Female,21,5,"Institute of technology, science and technological college (continue with 6a2)",Not applicable,0,180,300,0,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Good,Not at all,"NT$40,000 - NT$49,999",0,1.01626792045268
820205,Female,19,5,College (continue with 6a2),Not applicable,0,240,120,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$120,000 - NT$129,999",0,1.01626792045268
821120,Male,19,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,25,210,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,"NT$80,000 - NT$89,999",0,1.29325587138695
821203,Female,24,5,Master's degree (continue with 6a2),"No, I am still a student",10,180,240,0,Fairly dissatisfied,Very dissatisfied,Fairly dissatisfied,A little more than enough,Fairly satisfied,Fairly dissatisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,"NT$60,000 - NT$69,999",0,1.29325587138695
821212,Female,22,5,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",0,25,120,0,Not applicable,Not applicable,Not applicable,Much more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Pretty happy,Very good,Not at all,"NT$60,000 - NT$69,999",0,1.29325587138695
830115,Male,24,5,Junior high school,"Yes, I graduated",0,180,600,0,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,A little less than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Fair,Not at all,"NT$80,000 - NT$89,999",0,0.991617947824746
830119,Female,19,5,"Institute of technology, science and technological college (continue with 6a2)","No, I am still a student",5,90,300,60,Fairly dissatisfied,Very dissatisfied,Fairly satisfied,A little less than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,Fairly dissatisfied,Fairly happy,Fair,Same as usual,Don't know,0,0.991617947824746
830131,Male,23,5,College (continue with 6a2),"No, I didn't graduate",60,180,300,120,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,Don't know,0,0.991617947824746
830138,Male,21,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,180,480,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Very good,Not at all,Don't know,0,0.991617947824746
830204,Male,23,5,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,360,360,0,Not applicable,Not applicable,Not applicable,A little less than enough,Pretty satisfied,Pretty satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$190,000 - NT$199,999",0,0.991617947824746
830228,Female,23,5,"Institute of technology, science and technological college (continue with 6a2)","Yes, I graduated",0,120,60,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Fair,Not at all,Don't know,0,0.991617947824746
830238,Female,22,5,College (continue with 6a2),"No, I am still a student",0,0,60,15,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Fairly satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Good,Not at all,"NT$140,000 - NT$149,999",0,0.991617947824746
931208,Male,21,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",0,240,60,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Very good,Not at all,"NT$10,000 - NT$19,999",0,1.29325587138695
931213,Female,22,5,College (continue with 6a2),"Yes, I graduated",0,60,180,0,Fairly dissatisfied,Fairly dissatisfied,Fairly dissatisfied,Just enough,Fairly satisfied,Pretty satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$130,000 - NT$139,999",0,1.29325587138695
931218,Female,21,5,College (continue with 6a2),"No, I am still a student",0,60,210,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,Pretty satisfied,Fairly happy,Fair,A bit more than usual,"NT$10,000 - NT$19,999",0,1.29325587138695
946123,Female,19,5,Vocational senior high school (continue with 6a1),"Yes, I graduated",10,330,180,0,Fairly dissatisfied,Fairly dissatisfied,Fairly satisfied,A little less than enough,Fairly dissatisfied,Fairly satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Very good,Not at all,"NT$30,000 - NT$39,999",1,1.29325587138695
946124,Male,24,5,"Institute of technology, science and technological college (continue with 6a2)","No, I didn't graduate",0,60,60,60,Not applicable,Not applicable,Not applicable,A little less than enough,Fairly dissatisfied,Pretty dissatisfied,Fairly dissatisfied,Pretty dissatisfied,Fairly unhappy,Fair,A bit more than usual,"NT$100,000 - NT$109,999",1,1.29325587138695
946125,Male,23,5,Senior high school (continue with 6a1),"Yes, I graduated",0,270,180,0,Fairly satisfied,Fairly dissatisfied,Fairly satisfied,A little more than enough,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Very good,Not at all,"NT$80,000 - NT$89,999",0,1.29325587138695
946227,Female,22,5,College (continue with 6a2),"No, I am still a student",30,30,300,30,Fairly satisfied,Fairly satisfied,Fairly satisfied,Much less than enough,Pretty satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly unhappy,Good,Not at all,"NT$300,000 - NT$399,999",0,1.29325587138695
973112,Male,24,6,Vocational senior high school (continue with 6a1),"Yes, I graduated",5,120,60,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Pretty satisfied,Fairly satisfied,Fairly satisfied,Fairly happy,Excellent,Not at all,"NT$180,000 - NT$189,999",0,0.964992309007118
973122,Male,24,6,College (continue with 6a2),"Yes, I graduated",0,90,300,0,Not applicable,Not applicable,Not applicable,A little more than enough,Fairly satisfied,Pretty satisfied,Pretty satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$80,000 - NT$89,999",0,0.964992309007118
973124,Female,24,6,College (continue with 6a2),"Yes, I graduated",0,30,360,0,Not applicable,Not applicable,Not applicable,Much more than enough,Pretty satisfied,Fairly dissatisfied,Pretty satisfied,Pretty satisfied,Pretty happy,Poor,Same as usual,"NT$60,000 - NT$69,999",0,0.964992309007118
981209,Male,22,6,"Institute of technology, science and technological college (continue with 6a2)","No, I didn't graduate",0,0,120,0,Fairly satisfied,Fairly satisfied,Fairly satisfied,A little more than enough,Fairly satisfied,Pretty dissatisfied,Pretty satisfied,Fairly dissatisfied,Pretty happy,Poor,Not at all,"NT$110,000 - NT$119,999",0,1.04294714282112
981214,Male,20,6,College (continue with 6a2),"No, I am still a student",0,0,180,0,Not applicable,Not applicable,Not applicable,Just enough,Fairly satisfied,Fairly satisfied,Fairly satisfied,I am currently unemployed,Fairly happy,Very good,Not at all,"NT$60,000 - NT$69,999",0,1.04294714282112
